time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2022-10-14 19:20:37.217 UTC, ,125,3159725,952,13872, , ,3, ,6, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , , , , , , ,1218,1,573,573,1, ,2,4,1266,300132102144,51,51, , , , , ,1,12, , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1665775236468, , , , ,3145728,1218, , , ,21,4,77,4,3,4, , ,3,5, , , , , , , ,38,1, , ,12288,3,1228,4, , , , , , , , ,26214400,2, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-14 19:20:47.404 UTC, ,125,3160893,1080,15040, , ,3, ,3, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , , , , , , ,1218,1,573,573, , , , ,1266,300132102144,51,51, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1266, ,1665775236468, , , , ,3145728,1334, , , ,18,1,18,1,2,1, , ,3,1, , , , , , , , , , , ,4096,2,95,1, , , , , , , , ,26214400,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-16 23:00:54.396 UTC, ,125,3158997,952,13144, , ,3,1,19,3,0.16, , , , , , , ,3,3, ,2,1,2,1,5, ,18,9, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,298098679808,-1,-1, , , , , ,1,33, , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1665961253707, , , , ,3145728,2098, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,102879,29, , , , , , , , , , ,27262976,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-16 23:01:00.109 UTC, ,125,3160141,1080,14288, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,298098679808,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1665961253707, , , , ,3145728,2098, , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,2116,3, , , , , , , , , , ,27262976,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-16 23:01:06.572 UTC, ,125,3158997,952,13144, , ,3,1,19,3,0.16, , , , , , , ,3,3, ,2,1,2,1,5, ,18,9, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,298098380800,41,41, , , , , ,1,33, , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1665961265996, , , , ,3145728,2098, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,102879,29, , , , , , , , , , ,27262976,1, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-16 23:01:20.156 UTC, ,125,3160141,1080,14288, , ,3, ,2, , , , , , , , , ,3,3, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,298098380800,41,41, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1665961265996, , , , ,3145728,2098, , ,2,0, , , ,1, , , ,3, , , , ,2,1, , , , , , ,2116,3, , , , , , , , , , ,28311552,1, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:19:54.272 UTC, ,125,3158997,952,13144, , ,3,1,19,3,0.16, , , , , , , ,3,3, ,2,1,2,1,5, ,18,9, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2143,299391717376,-1,-1, , , , , ,1,33, , , , , , , , , , , , , , , , , , , , , , , , , ,2143, ,1666135193648, , , , ,3145728,2098, , ,18,0, , , ,2, , , ,3, , , , ,18, ,2048,1, , , , ,102879,29, , , , , , , , , , ,26214400,2, , , , , , ,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:20:54.291 UTC, ,125,3164989,1312,19024,112, ,4, ,5, , , , , , , , , ,4,4, , , ,2,1,5, ,2,2, , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299399495680,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , ,2,20,2,56,2,3,2, , ,3,3, , , ,2,1, , , , , , ,6212,5,337,2, , , , , , , , ,29360128,1, , , , , , ,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , 
2022-10-18 23:21:54.324 UTC, ,125,3165101,1312,19024,224, ,4, ,3, , , , , , , , , ,4,4, , , ,2,1,5, ,3, , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299396112384,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,22, ,22, , , , , ,3,1, , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,2, , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , 
2022-10-18 23:22:54.338 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299394793472,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:23:54.355 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299394801664,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:24:54.373 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299393888256,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:25:54.386 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299393859584,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:26:54.408 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299392626688,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:27:54.426 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299392339968,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:28:54.442 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299395928064,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:29:54.452 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299395555328,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:30:54.511 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299395518464,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , ,1,33,12250624,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:31:54.535 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299392872448,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,13299200,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:32:54.551 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299390824448,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14347776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:33:54.563 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299390754816,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14347776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:34:19.434 UTC, ,125,3164877,1312,19024, , ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,2098,2, ,1414, , , , ,2480,299390750720,45,45, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2480, ,1666135193648, , , , ,3145728,2453, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,14347776,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:35:49.195 UTC, ,125,3160301,1184,14448, , ,3, ,24,3,0.13, , , , , , , ,3,3, ,2, ,2,1,5, ,24,11, , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3528,299390767104,-1,-1, , , , , ,1,51, , , , , , , , , , , , , , , , , , , , , , , , , ,3528, ,1666136148626, , , , ,3145728,3483, , ,19,0, , , ,2, , , ,3, , , , ,19, ,2048,1, , , , ,100979,30, , , , , , , , , , ,26214400,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:36:49.209 UTC, ,589,3166749,1312,20208,224, ,4, ,17,1,0.06, , , , , , , ,4,4, , , ,2,1,5, ,12,3, , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3931,299389665280,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3931, ,1666136148626, , , , ,3145728,3904, , ,5,19,4,130,4,3,4, , ,3,7, , , ,5,1, , , , , , ,10350,8,403,5, , , , , , , , ,30408704,1, , , , , , ,23, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1, ,1, , ,1, , , , , , , , 
2022-10-18 23:37:49.229 UTC, ,589,3166749,1312,20208,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3931,299389308928,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3931, ,1666136148626, , , , ,3145728,3904, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:38:49.246 UTC, ,589,3166749,1312,20208,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3931,299389300736,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3931, ,1666136148626, , , , ,3145728,3904, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:39:49.264 UTC, ,589,3166749,1312,20208,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3931,299389276160,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3931, ,1666136148626, , , , ,3145728,3904, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:40:31.351 UTC, ,589,3166397,1184,20080, , ,4, ,5, , , , , , , , , ,4,4, , , ,2,2,5, ,6, , , , , , , , , , , , , , ,3483,3, ,2533, , , , ,3931,299387060224,30,30, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3931, ,1666136148626, , , , ,3145728,4052, , , ,22,2,42,2, ,2, , ,3,3, , , , ,1, , , , , , , , ,150,3, , , , , , , , ,30408704,1, , , , , , ,10, , , ,2, , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , 
2022-10-18 23:40:55.581 UTC, ,125,3160325,1184,14472, , ,3,1,24,3,0.13, , , , , , , ,3,3, ,2,1,2,1,5, ,26,12, , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5062,299387064320,24,24, , , , , ,1,73, , , , , , , , , , , , , , , , , , , , , , , , , ,5062, ,1666136454996, , , , ,3145728,5017, , ,21,0, , , ,2, , , ,3, , , , ,21, ,2048,1, , , , ,103139,32, , , , , , , , , , ,27262976,1, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:41:55.599 UTC, ,125,3165101,1312,19024,224, ,4, ,11,1,0.09, , , , , , , ,4,4, , , ,2,1,5, ,6,1, , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5316,299385966592,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5316, ,1666136454996, , , , ,3145728,5289, , ,3,20,2,56,2,3,2, , ,3,3, , , ,3,1, , , , , , ,10279,6,254,2, , , , , , , , ,30408704,1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , 
2022-10-18 23:42:55.622 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5316,299386261504,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5316, ,1666136454996, , , , ,3145728,5289, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:43:55.635 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5316,299390140416,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5316, ,1666136454996, , , , ,3145728,5289, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:44:55.655 UTC, ,125,3165101,1312,19024,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5316,299389943808,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5316, ,1666136454996, , , , ,3145728,5289, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,30408704,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:45:46.819 UTC, ,589,3165213,1184,18896, , ,4, ,8, , , , , , , , , ,4,4, , , ,2,2,5, ,7, , , , , , , , , , , , , , ,5017,4, ,4134, , , , ,5316,299389894656,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5316, ,1666136454996, , , , ,3145728,5437, , , ,19,2,56,2, ,2, , ,3,3, , , , ,1, , , , , , , , ,150,3, , , , , , , , ,30408704,2, , , , , , ,11, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , 
2022-10-18 23:46:26.739 UTC, ,125,3160349,1184,14496, , ,3,2,24,3,0.13, , , , , , , ,3,3, ,2,2,2,1,5, ,28,13, , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6423,299389345792,21,21, , , , , ,1,92, , , , , , , , , , , , , , , , , , , , , , , , , ,6423, ,1666136786099, , , , ,3145728,6378, , ,23,0, , , ,2, , , ,3, , , , ,23, ,2048,1, , , , ,105276,34, , , , , , , , , , ,26214400,2, , , , , , ,16, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:47:26.760 UTC, ,125,3165125,1312,19048,224, ,4, ,11,1,0.09, , , , , , , ,4,4, , , ,2,1,5, ,6,1, , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,299387879424,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , ,3,19,2,56,2,3,2, , ,3,3, , , ,3,1, , , , , , ,10279,6,254,2, , , , , , , , ,30408704,1, , , , , , ,13, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,1, , , , , , , , 
2022-10-18 23:48:26.783 UTC, ,125,3165125,1312,19048,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,298076278784,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:49:26.793 UTC, ,125,3165125,1312,19048,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,299067322368,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:50:26.805 UTC, ,125,3165125,1312,19048,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,299066552320,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:51:26.815 UTC, ,125,3165125,1312,19048,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,299073024000,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-10-18 23:52:26.837 UTC, ,125,3165125,1312,19048,224, ,4, , , , , , , , , , , ,4,4, , , ,2,1,5, , , , , , , , , , , , , , , , ,6378,5, ,5519, , , , ,6677,299071672320,23,23, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6677, ,1666136786099, , , , ,3145728,6650, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,31457280,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
